MeSH ID	Tree ID	Name	Description	Comment	Counts [Pubmed counts]	Color
D020143	C16.320.565.398.641.803.350.300	Gangliosidoses, GM2	A group of recessively inherited diseases characterized by the intralysosomal accumulation of G(M2) GANGLIOSIDE in the neuronal cells. Subtypes include mutations of enzymes in the BETA-N-ACETYLHEXOSAMINIDASES system or G(M2) ACTIVATOR PROTEIN leading to disruption of normal degradation of GANGLIOSIDES, a subclass of ACIDIC GLYCOSPHINGOLIPIDS.		123	
D020143	C16.320.565.595.554.825.300.300	Gangliosidoses, GM2	A group of recessively inherited diseases characterized by the intralysosomal accumulation of G(M2) GANGLIOSIDE in the neuronal cells. Subtypes include mutations of enzymes in the BETA-N-ACETYLHEXOSAMINIDASES system or G(M2) ACTIVATOR PROTEIN leading to disruption of normal degradation of GANGLIOSIDES, a subclass of ACIDIC GLYCOSPHINGOLIPIDS.		123	
D020143	C18.452.132.100.435.825.300.300	Gangliosidoses, GM2	A group of recessively inherited diseases characterized by the intralysosomal accumulation of G(M2) GANGLIOSIDE in the neuronal cells. Subtypes include mutations of enzymes in the BETA-N-ACETYLHEXOSAMINIDASES system or G(M2) ACTIVATOR PROTEIN leading to disruption of normal degradation of GANGLIOSIDES, a subclass of ACIDIC GLYCOSPHINGOLIPIDS.		123	
D020143	C18.452.584.563.641.803.350.300	Gangliosidoses, GM2	A group of recessively inherited diseases characterized by the intralysosomal accumulation of G(M2) GANGLIOSIDE in the neuronal cells. Subtypes include mutations of enzymes in the BETA-N-ACETYLHEXOSAMINIDASES system or G(M2) ACTIVATOR PROTEIN leading to disruption of normal degradation of GANGLIOSIDES, a subclass of ACIDIC GLYCOSPHINGOLIPIDS.		123	
D020143	C18.452.648.189.435.825.300.300	Gangliosidoses, GM2	A group of recessively inherited diseases characterized by the intralysosomal accumulation of G(M2) GANGLIOSIDE in the neuronal cells. Subtypes include mutations of enzymes in the BETA-N-ACETYLHEXOSAMINIDASES system or G(M2) ACTIVATOR PROTEIN leading to disruption of normal degradation of GANGLIOSIDES, a subclass of ACIDIC GLYCOSPHINGOLIPIDS.		123	
D020143	C18.452.648.398.641.803.350.300	Gangliosidoses, GM2	A group of recessively inherited diseases characterized by the intralysosomal accumulation of G(M2) GANGLIOSIDE in the neuronal cells. Subtypes include mutations of enzymes in the BETA-N-ACETYLHEXOSAMINIDASES system or G(M2) ACTIVATOR PROTEIN leading to disruption of normal degradation of GANGLIOSIDES, a subclass of ACIDIC GLYCOSPHINGOLIPIDS.		123	
D020143	C18.452.648.595.554.825.300.300	Gangliosidoses, GM2	A group of recessively inherited diseases characterized by the intralysosomal accumulation of G(M2) GANGLIOSIDE in the neuronal cells. Subtypes include mutations of enzymes in the BETA-N-ACETYLHEXOSAMINIDASES system or G(M2) ACTIVATOR PROTEIN leading to disruption of normal degradation of GANGLIOSIDES, a subclass of ACIDIC GLYCOSPHINGOLIPIDS.		123	
D020144	C10.228.140.079.127	Basal Ganglia Cerebrovascular Disease	A pathological condition caused by impaired blood flow in the basal regions of cerebral hemispheres (BASAL GANGLIA), such as INFARCTION; HEMORRHAGE; or ISCHEMIA in vessels of this brain region including the lateral lenticulostriate arteries. Primary clinical manifestations include involuntary movements (DYSKINESIAS) and muscle weakness (HEMIPARESIS).		254	
D020144	C10.228.140.300.100	Basal Ganglia Cerebrovascular Disease	A pathological condition caused by impaired blood flow in the basal regions of cerebral hemispheres (BASAL GANGLIA), such as INFARCTION; HEMORRHAGE; or ISCHEMIA in vessels of this brain region including the lateral lenticulostriate arteries. Primary clinical manifestations include involuntary movements (DYSKINESIAS) and muscle weakness (HEMIPARESIS).		254	
D020144	C14.907.253.061	Basal Ganglia Cerebrovascular Disease	A pathological condition caused by impaired blood flow in the basal regions of cerebral hemispheres (BASAL GANGLIA), such as INFARCTION; HEMORRHAGE; or ISCHEMIA in vessels of this brain region including the lateral lenticulostriate arteries. Primary clinical manifestations include involuntary movements (DYSKINESIAS) and muscle weakness (HEMIPARESIS).		254	
D020145	C10.228.140.079.127.500	Basal Ganglia Hemorrhage	Bleeding within the subcortical regions of cerebral hemispheres (BASAL GANGLIA). It is often associated with HYPERTENSION or ARTERIOVENOUS MALFORMATIONS. Clinical manifestations may include HEADACHE; DYSKINESIAS; and HEMIPARESIS.		222	
D020145	C10.228.140.300.100.200	Basal Ganglia Hemorrhage	Bleeding within the subcortical regions of cerebral hemispheres (BASAL GANGLIA). It is often associated with HYPERTENSION or ARTERIOVENOUS MALFORMATIONS. Clinical manifestations may include HEADACHE; DYSKINESIAS; and HEMIPARESIS.		222	
D020145	C10.228.140.300.535.200.150	Basal Ganglia Hemorrhage	Bleeding within the subcortical regions of cerebral hemispheres (BASAL GANGLIA). It is often associated with HYPERTENSION or ARTERIOVENOUS MALFORMATIONS. Clinical manifestations may include HEADACHE; DYSKINESIAS; and HEMIPARESIS.		222	
D020145	C14.907.253.061.200	Basal Ganglia Hemorrhage	Bleeding within the subcortical regions of cerebral hemispheres (BASAL GANGLIA). It is often associated with HYPERTENSION or ARTERIOVENOUS MALFORMATIONS. Clinical manifestations may include HEADACHE; DYSKINESIAS; and HEMIPARESIS.		222	
D020145	C14.907.253.573.200.150	Basal Ganglia Hemorrhage	Bleeding within the subcortical regions of cerebral hemispheres (BASAL GANGLIA). It is often associated with HYPERTENSION or ARTERIOVENOUS MALFORMATIONS. Clinical manifestations may include HEADACHE; DYSKINESIAS; and HEMIPARESIS.		222	
D020145	C23.550.414.913.100.200	Basal Ganglia Hemorrhage	Bleeding within the subcortical regions of cerebral hemispheres (BASAL GANGLIA). It is often associated with HYPERTENSION or ARTERIOVENOUS MALFORMATIONS. Clinical manifestations may include HEADACHE; DYSKINESIAS; and HEMIPARESIS.		222	
D020146	C10.228.140.079.127.500.500	Putaminal Hemorrhage	Intracranial bleeding into the PUTAMEN, a BASAL GANGLIA nucleus. This is associated with HYPERTENSION and lipohyalinosis of small blood vessels in the putamen. Clinical manifestations vary with the size of hemorrhage, but include HEMIPARESIS; HEADACHE; and alterations of consciousness.		146	
D020146	C10.228.140.300.100.200.500	Putaminal Hemorrhage	Intracranial bleeding into the PUTAMEN, a BASAL GANGLIA nucleus. This is associated with HYPERTENSION and lipohyalinosis of small blood vessels in the putamen. Clinical manifestations vary with the size of hemorrhage, but include HEMIPARESIS; HEADACHE; and alterations of consciousness.		146	
D020146	C10.228.140.300.535.200.150.500	Putaminal Hemorrhage	Intracranial bleeding into the PUTAMEN, a BASAL GANGLIA nucleus. This is associated with HYPERTENSION and lipohyalinosis of small blood vessels in the putamen. Clinical manifestations vary with the size of hemorrhage, but include HEMIPARESIS; HEADACHE; and alterations of consciousness.		146	
D020146	C14.907.253.061.200.500	Putaminal Hemorrhage	Intracranial bleeding into the PUTAMEN, a BASAL GANGLIA nucleus. This is associated with HYPERTENSION and lipohyalinosis of small blood vessels in the putamen. Clinical manifestations vary with the size of hemorrhage, but include HEMIPARESIS; HEADACHE; and alterations of consciousness.		146	
D020146	C14.907.253.573.200.150.500	Putaminal Hemorrhage	Intracranial bleeding into the PUTAMEN, a BASAL GANGLIA nucleus. This is associated with HYPERTENSION and lipohyalinosis of small blood vessels in the putamen. Clinical manifestations vary with the size of hemorrhage, but include HEMIPARESIS; HEADACHE; and alterations of consciousness.		146	
D020146	C23.550.414.913.100.200.500	Putaminal Hemorrhage	Intracranial bleeding into the PUTAMEN, a BASAL GANGLIA nucleus. This is associated with HYPERTENSION and lipohyalinosis of small blood vessels in the putamen. Clinical manifestations vary with the size of hemorrhage, but include HEMIPARESIS; HEADACHE; and alterations of consciousness.		146	
D020147	C15.378.100.141	Coagulation Protein Disorders	Hemorrhagic and thrombotic disorders resulting from abnormalities or deficiencies of coagulation proteins.		229	
D020149	C10.720.475.500	Manganese Poisoning	Manganese poisoning is associated with chronic inhalation of manganese particles by individuals who work with manganese ore. Clinical features include CONFUSION; HALLUCINATIONS; and an extrapyramidal syndrome (PARKINSON DISEASE, SECONDARY) that includes rigidity; DYSTONIA; retropulsion; and TREMOR. (Adams, Principles of Neurology, 6th ed, p1213)		1012	
D020149	C25.723.522.813	Manganese Poisoning	Manganese poisoning is associated with chronic inhalation of manganese particles by individuals who work with manganese ore. Clinical features include CONFUSION; HALLUCINATIONS; and an extrapyramidal syndrome (PARKINSON DISEASE, SECONDARY) that includes rigidity; DYSTONIA; retropulsion; and TREMOR. (Adams, Principles of Neurology, 6th ed, p1213)		1012	
D020150	C10.228.140.079.294	Chorea Gravidarum	A rare movement disorder developed during PREGNANCY, characterized by involuntary jerky motion (CHOREA) and inability to maintain stable position of body parts (ATHETOSIS). RHEUMATIC FEVER and collagen vascular disorders are frequently associated with this disease. Chorea may vary from mild to severe and occurs in approximately 1 per 2,000 to 3,000 pregnancies. (From Md Med J 1997 Sep;46(8):436-9)		43	
D020150	C10.228.662.262.249.500	Chorea Gravidarum	A rare movement disorder developed during PREGNANCY, characterized by involuntary jerky motion (CHOREA) and inability to maintain stable position of body parts (ATHETOSIS). RHEUMATIC FEVER and collagen vascular disorders are frequently associated with this disease. Chorea may vary from mild to severe and occurs in approximately 1 per 2,000 to 3,000 pregnancies. (From Md Med J 1997 Sep;46(8):436-9)		43	
D020150	C12.050.703.141	Chorea Gravidarum	A rare movement disorder developed during PREGNANCY, characterized by involuntary jerky motion (CHOREA) and inability to maintain stable position of body parts (ATHETOSIS). RHEUMATIC FEVER and collagen vascular disorders are frequently associated with this disease. Chorea may vary from mild to severe and occurs in approximately 1 per 2,000 to 3,000 pregnancies. (From Md Med J 1997 Sep;46(8):436-9)		43	
D020151	C15.378.100.100.690	Protein C Deficiency	An absence or deficiency in PROTEIN C which leads to impaired regulation of blood coagulation. It is associated with an increased risk of severe or premature thrombosis. (Stedman's Med. Dict., 26th ed.)		1115	
D020151	C15.378.147.880	Protein C Deficiency	An absence or deficiency in PROTEIN C which leads to impaired regulation of blood coagulation. It is associated with an increased risk of severe or premature thrombosis. (Stedman's Med. Dict., 26th ed.)		1115	
D020151	C15.378.925.795	Protein C Deficiency	An absence or deficiency in PROTEIN C which leads to impaired regulation of blood coagulation. It is associated with an increased risk of severe or premature thrombosis. (Stedman's Med. Dict., 26th ed.)		1115	
D020151	C16.320.099.690	Protein C Deficiency	An absence or deficiency in PROTEIN C which leads to impaired regulation of blood coagulation. It is associated with an increased risk of severe or premature thrombosis. (Stedman's Med. Dict., 26th ed.)		1115	
