MeSH ID	Tree ID	Name	Description	Comment	Counts [Template Drug]	Color
D018238	C04.557.465.420|C04.557.475.395|C12.050.351.875.253.096.687.500|C12.050.351.875.253.309.388.500|C12.200.706.316.096.687.500|C12.200.706.316.309.388.500|C12.800.316.096.687.500|C12.800.316.309.388.500|C16.131.939.316.096.687.500|C16.131.939.316.309.388.500|C19.391.119.096.687.500|C19.391.119.309.388.500	Gonadoblastoma	A complex neoplasm composed of a mixture of gonadal elements, such as large primordial GERM CELLS, immature SERTOLI CELLS or GRANULOSA CELLS of the sex cord, and gonadal stromal cells. Gonadoblastomas are most often associated with gonadal dysgenesis, 46, XY.	""	0	#FFFFFF
D018239	C04.557.465.330.800	Seminoma	A radiosensitive, malignant neoplasm of the testis, thought to be derived from primordial germ cells of the sexually undifferentiated embryonic gonad. There are three variants: classical (typical), the most common type; anaplastic; and spermatocytic. The classical seminoma is composed of fairly well differentiated sheets or cords of uniform polygonal or round cells (seminoma cells), each cell having abundant clear cytoplasm, distinct cell membranes, a centrally placed round nucleus, and one or more nucleoli. In the female, a grossly and histologically identical neoplasm, known as dysgerminoma, occurs. (Dorland, 27th ed)	""	0	#FFFFFF
D018240	C04.557.465.510.350	Endodermal Sinus Tumor	An unusual and aggressive tumor of germ-cell origin that reproduces the extraembryonic structures of the early embryo. It is the most common malignant germ cell tumor found in children. It is characterized by a labyrinthine glandular pattern of flat epithelial cells and rounded papillary processes with a central capillary (Schiller-Duval body). The tumor is rarely bilateral. Before the use of combination chemotherapy, the tumor was almost invariably fatal. (From DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1189)	""	0	#FFFFFF
D018241	C04.557.465.625.600.590.650|C04.557.470.670.590.650|C04.557.580.625.600.590.650	Neuroectodermal Tumors, Primitive, Peripheral	A group of highly cellular primitive round cell neoplasms which occur extracranially in soft tissue and bone and are derived from embryonal neural crest cells. These tumors occur primarily in children and adolescents and share a number of characteristics with EWING SARCOMA.	""	0	#FFFFFF
D018242	C04.557.465.625.600.590|C04.557.470.670.590|C04.557.580.625.600.590	Neuroectodermal Tumors, Primitive	A group of malignant tumors of the nervous system that feature primitive cells with elements of neuronal and/or glial differentiation. Use of this term is limited by some authors to central nervous system tumors and others include neoplasms of similar origin which arise extracranially (i.e., NEUROECTODERMAL TUMORS, PRIMITIVE, PERIPHERAL). This term is also occasionally used as a synonym for MEDULLOBLASTOMA. In general, these tumors arise in the first decade of life and tend to be highly malignant. (From DeVita et al., Cancer: Principles and Practice of Oncology, 5th ed, p2059)	""	0	#FFFFFF
D018243	C04.557.465.900	Teratocarcinoma	A malignant neoplasm consisting of elements of teratoma with those of embryonal carcinoma or choriocarcinoma, or both. It occurs most often in the testis. (Dorland, 27th ed)	""	0	#FFFFFF
D018245	C04.557.465.955.207.875|C04.557.470.200.025.455.875|C04.850.908.208.875|C12.050.703.720.949.208.875	Trophoblastic Tumor, Placental Site	An uncommon variant of CHORIOCARCINOMA. It is composed almost entirely of mononuclear cytotrophoblasts (TROPHOBLASTS). Because its secretion of hCG (CHORIONIC GONADOTROPIN) is low, a large tumor may develop before the hCG can be detected.	""	0	#FFFFFF
D018246	C04.588.322.078.265.500|C19.053.098.265.500|C19.053.347.500.500|C19.344.078.265.500	Adrenocortical Adenoma	A benign neoplasm of the ADRENAL CORTEX. It is characterized by a well-defined nodular lesion, usually less than 2.5 cm. Most adrenocortical adenomas are nonfunctional. The functional ones are yellow and contain LIPIDS. Depending on the cell type or cortical zone involved, they may produce ALDOSTERONE; HYDROCORTISONE; DEHYDROEPIANDROSTERONE; and/or ANDROSTENEDIONE.	""	0	#FFFFFF
D018248	C04.557.470.035.120|C04.588.274.623.040|C06.301.623.040|C06.552.697.040	Adenoma, Liver Cell	A benign epithelial tumor of the LIVER.	""	0	#FFFFFF
D018249	C04.557.470.035.140	Adenoma, Oxyphilic	A usually benign glandular tumor composed of oxyphil cells, large cells with small irregular nuclei and dense acidophilic granules due to the presence of abundant MITOCHONDRIA. Oxyphil cells, also known as oncocytes, are found in oncocytomas of the kidney, salivary glands, and endocrine glands. In the thyroid gland, oxyphil cells are known as Hurthle cells and Askanazy cells.	""	0	#FFFFFF
D018250	C04.557.470.035.175.125|C04.557.470.550.175.125	Acrospiroma	A rare cutaneous tumor of apocrine or eccrine SWEAT GLAND origin. It is most commonly found on the extremities and is usually benign. It appears as a solitary nodule or cyst and may be solid or produce a watery discharge. It is related to POROMA except in acrospiroma it does not involve the epidermis. There is no indication that heredity or external agents cause these tumors.	""	0	#FFFFFF
D018251	C04.557.470.035.175.375|C04.557.470.550.175.375	Hidrocystoma	A cystic form of sweat gland adenoma (ADENOMA, SWEAT GLAND). It is produced by the cystic proliferation of apocrine secretory glands. It is not uncommon, occurring in adult life in no particular age group, with males and females equally affected. The commonest site is around the eye, particularly lateral to the outer canthus. It is cured by surgical removal. (Stedman, 25th ed; Rook et al., Textbook of Dermatology, 4th ed, p2410)	""	0	#FFFFFF
D018252	C04.557.470.035.175.800|C04.557.470.550.175.800	Syringoma	A benign tumor of the sweat glands which is usually multiple and results from malformation of sweat ducts. It is uncommon and more common in females than in males. It is most likely to appear at adolescence, and further lesions may develop during adult life. It does not appear to be hereditary. (Rook et al., Textbook of Dermatology, 4th ed, pp2407-8)	""	0	#FFFFFF
D018253	C04.557.470.035.185	Adenoma, Villous	An adenoma of the large intestine. It is usually a solitary, sessile, often large, tumor of colonic mucosa composed of mucinous epithelium covering delicate vascular projections. Hypersecretion and malignant changes occur frequently. (Stedman, 25th ed)	""	0	#FFFFFF
D018254	C04.557.470.035.200|C04.557.470.660.200	Adenomatoid Tumor	A small, circumscribed, benign tumor of the genital tract, composed of small glandlike spaces lined by flattened or cuboidal mesothelium-like cells. (From Dorland, 27th ed)	""	0	#FFFFFF
D018255	C04.557.470.035.210	Adenomatosis, Pulmonary	A neoplastic disease in which the alveoli and distal bronchi are filled with mucus and mucus-secreting columnar epithelial cells. It is characterized by abundant, extremely tenacious sputum, chills, fever, cough, dyspnea, and pleuritic pain. (Stedman, 25th ed)	""	0	#FFFFFF
D018256	C04.557.470.035.215	Adenomatous Polyps	Benign neoplasms derived from glandular epithelium. (From Stedman, 25th ed)	""	0	#FFFFFF
D018261	C04.557.470.035.510.515|C04.557.470.660.510.515	Mesothelioma, Cystic	A peritoneal mesothelioma affecting mainly young females and producing cysts of variable size and number lined by a single layer of benign mesothelial cells. The disease follows a benign course and is compatible with a normal life expectancy, requiring occasionally partial excision or decompression for relief of pain or other symptoms. Malignant potential is exceptional. (From Holland et al., Cancer Medicine, 3d ed, p1345)	""	0	#FFFFFF
D018262	C04.557.470.200.025.045	Adenocarcinoma, Clear Cell	An adenocarcinoma characterized by the presence of varying combinations of clear and hobnail-shaped tumor cells. There are three predominant patterns described as tubulocystic, solid, and papillary. These tumors, usually located in the female reproductive organs, have been seen more frequently in young women since 1970 as a result of the association with intrauterine exposure to diethylstilbestrol. (From Holland et al., Cancer Medicine, 3d ed)	""	0	#FFFFFF
D018263	C04.557.470.200.025.060	Adenocarcinoma, Follicular	An adenocarcinoma of the thyroid gland, in which the cells are arranged in the form of follicles. (From Dorland, 27th ed)	""	0	#FFFFFF
D018265	C04.557.470.200.025.060.225|C04.557.470.200.025.085.225	Carcinoma, Papillary, Follicular	A thyroid neoplasm of mixed papillary and follicular arrangement. Its biological behavior and prognosis is the same as that of a papillary adenocarcinoma of the thyroid. (From DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1271)	""	0	#FFFFFF
D018266	C04.557.470.200.025.105|C04.557.470.550.105	Adenocarcinoma, Sebaceous	A malignant tumor composed of cells showing differentiation toward sebaceous epithelium. The tumor is solitary, firm, somewhat raised, more or less translucent, and covered with normal or slightly verrucose epidermis. It may be yellow or orange. The face and scalp are the commonest sites. The growth can be slow or rapid but metastasis is uncommon. Surgery cures most of the cases. (From Rook et al., Textbook of Dermatology, 4th ed, pp2403-4)	""	0	#FFFFFF
D018267	C04.557.470.200.025.215	Carcinoma, Acinar Cell	A malignant tumor arising from secreting cells of a racemose gland, particularly the salivary glands. Racemose (Latin racemosus, full of clusters) refers, as does acinar (Latin acinus, grape), to small saclike dilatations in various glands. Acinar cell carcinomas are usually well differentiated and account for about 13% of the cancers arising in the parotid gland. Lymph node metastasis occurs in about 16% of cases. Local recurrences and distant metastases many years after treatment are common. This tumor appears in all age groups and is most common in women. (Stedman, 25th ed; Holland et al., Cancer Medicine, 3d ed, p1240; from DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p575)	""	0	#FFFFFF
D018268	C04.557.470.200.025.152|C04.588.322.078.265.750|C19.053.098.265.750|C19.053.347.500.750|C19.344.078.265.750	Adrenocortical Carcinoma	A malignant neoplasm of the ADRENAL CORTEX. Adrenocortical carcinomas are unencapsulated anaplastic (ANAPLASIA) masses sometimes exceeding 20 cm or 200 g. They are more likely to be functional than nonfunctional, and produce ADRENAL CORTEX HORMONES that may result in hypercortisolism (CUSHING SYNDROME); HYPERALDOSTERONISM; and/or VIRILISM.	""	0	#FFFFFF
D018269	C04.557.470.200.025.240|C04.588.945.418.948.585.124|C12.050.351.500.056.630.705.331|C12.050.351.937.418.685.331|C12.050.351.937.418.875.200.124|C12.100.250.056.630.705.331|C12.900.418.685.331|C12.900.418.875.200.124|C19.391.630.705.331	Carcinoma, Endometrioid	An adenocarcinoma characterized by the presence of cells resembling the glandular cells of the ENDOMETRIUM. It is a common histological type of ovarian CARCINOMA and ENDOMETRIAL CARCINOMA. There is a high frequency of co-occurrence of this form of adenocarcinoma in both tissues.	""	0	#FFFFFF
D018270	C04.557.470.200.025.232.500|C04.557.470.615.132.500|C04.588.180.390|C17.800.090.500.390	Carcinoma, Ductal, Breast	An invasive (infiltrating) CARCINOMA of the mammary ductal system (MAMMARY GLANDS) in the human BREAST.	""	0	#FFFFFF
D018273	C04.557.470.200.025.290|C04.588.274.761.500|C04.588.322.475.500|C06.301.761.500|C06.689.667.500|C19.344.421.500	Carcinoma, Islet Cell	A primary malignant neoplasm of the pancreatic ISLET CELLS. Usually it involves the non-INSULIN-producing cell types, the PANCREATIC ALPHA CELLS and the pancreatic delta cells (SOMATOSTATIN-SECRETING CELLS) in GLUCAGONOMA and SOMATOSTATINOMA, respectively.	""	0	#FFFFFF
D018275	C04.557.470.200.025.305|C04.557.470.615.305|C04.588.180.437|C17.800.090.500.437	Carcinoma, Lobular	A type of BREAST CANCER where the abnormal malignant cells form in the lobules, or milk-producing glands, of the breast.	""	0	#FFFFFF
D018276	C04.557.465.625.650.240.315|C04.557.470.200.025.370.315|C04.557.470.615.315|C04.557.580.625.650.240.315	Carcinoma, Medullary	A carcinoma composed mainly of epithelial elements with little or no stroma. Medullary carcinomas of the breast constitute 5%-7% of all mammary carcinomas; medullary carcinomas of the thyroid comprise 3%-10% of all thyroid malignancies. (From Dorland, 27th ed; DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1141; Segen, Dictionary of Modern Medicine, 1992)	""	0	#FFFFFF
D018277	C04.557.470.200.025.340|C04.557.470.590.340	Carcinoma, Mucoepidermoid	A tumor of both low- and high-grade malignancy. The low-grade grow slowly, appear in any age group, and are readily cured by excision. The high-grade behave aggressively, widely infiltrate the salivary gland and produce lymph node and distant metastases. Mucoepidermoid carcinomas account for about 21% of the malignant tumors of the parotid gland and 10% of the sublingual gland. They are the most common malignant tumor of the parotid. (From DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p575; Holland et al., Cancer Medicine, 3d ed, p1240)	""	0	#FFFFFF
D018278	C04.557.465.625.650.240|C04.557.470.200.025.370|C04.557.580.625.650.240	Carcinoma, Neuroendocrine	"A group of carcinomas which share a characteristic morphology, often being composed of clusters and trabecular sheets of round ""blue cells"", granular chromatin, and an attenuated rim of poorly demarcated cytoplasm. Neuroendocrine tumors include carcinoids, small (""oat"") cell carcinomas, medullary carcinoma of the thyroid, Merkel cell tumor, cutaneous neuroendocrine carcinoma, pancreatic islet cell tumors, and pheochromocytoma. Neurosecretory granules are found within the tumor cells. (Segen, Dictionary of Modern Medicine, 1992)"	""	0	#FFFFFF
D018279	C04.557.470.200.025.415|C04.557.470.590.415	Carcinoma, Signet Ring Cell	A poorly differentiated adenocarcinoma in which the nucleus is pressed to one side by a cytoplasmic droplet of mucus. It usually arises in the gastrointestinal system.	""	0	#FFFFFF
D018280	C04.557.470.200.025.420|C04.557.470.550.420	Carcinoma, Skin Appendage	A malignant tumor of the skin appendages, which include the hair, nails, sebaceous glands, sweat glands, and the mammary glands. (From Dorland, 27th ed)	""	0	#FFFFFF
